time,Population,hotspot
July 2003,9669665.845975213,Greece
August 2003,9660579.56141565,Greece
September 2003,9654864.005284246,Greece
October 2003,9661193.223776149,Greece
November 2003,9651378.222554423,Greece
December 2003,9655858.91652067,Greece
January 2004,9645894.789544167,Greece
February 2004,9647418.660997191,Greece
March 2004,9652677.509602025,Greece
April 2004,9653832.623856014,Greece
May 2004,9650473.334355328,Greece
June 2004,9648228.753366224,Greece
July 2004,9646435.279940018,Greece
August 2004,9640537.531563167,Greece
September 2004,9642583.257237747,Greece
October 2004,9642614.151915547,Greece
November 2004,9647774.267364101,Greece
December 2004,9643814.300345823,Greece
January 2005,9633993.298877703,Greece
February 2005,9641378.676483283,Greece
March 2005,9637405.323364,Greece
April 2005,9635030.21552871,Greece
May 2005,9639177.368552327,Greece
June 2005,9639720.041779483,Greece
July 2005,9638171.162618458,Greece
August 2005,9629729.371947039,Greece
September 2005,9630726.15430655,Greece
October 2005,9632214.170638096,Greece
November 2005,9633679.810306594,Greece
December 2005,9626571.595963903,Greece
January 2006,9626485.406462085,Greece
February 2006,9621417.596021421,Greece
March 2006,9619883.315603811,Greece
April 2006,9626834.37149883,Greece
May 2006,9627816.332728557,Greece
June 2006,9620666.03156833,Greece
July 2006,9623829.996278645,Greece
August 2006,9619905.969335154,Greece
September 2006,9614484.988137446,Greece
October 2006,9617365.744060997,Greece
November 2006,9620902.869623221,Greece
December 2006,9613196.772105215,Greece
January 2007,9618480.200275254,Greece
February 2007,9600029.334688416,Greece
March 2007,9612990.96774719,Greece
April 2007,9608692.952721817,Greece
May 2007,9605867.39714328,Greece
June 2007,9606187.624814047,Greece
July 2007,9596414.847788174,Greece
August 2007,9602385.20192327,Greece
September 2007,9603468.623077504,Greece
October 2007,9606825.359767972,Greece
November 2007,9597352.408406815,Greece
December 2007,9594920.031318596,Greece
January 2008,9595028.154768208,Greece
February 2008,9599692.153946744,Greece
March 2008,9596209.076704051,Greece
April 2008,9591536.38563123,Greece
May 2008,9594702.495114721,Greece
June 2008,9591844.573898159,Greece
July 2008,9594307.211259726,Greece
August 2008,9586302.255524164,Greece
September 2008,9586687.953460792,Greece
October 2008,9585310.286292521,Greece
November 2008,9579764.121142738,Greece
December 2008,9585870.35010233,Greece
January 2009,9584050.490604088,Greece
February 2009,9581324.410988439,Greece
March 2009,9578827.159309618,Greece
April 2009,9572306.610569378,Greece
May 2009,9574765.870954724,Greece
June 2009,9573409.614117712,Greece
July 2009,9569902.176622644,Greece
August 2009,9570856.062614376,Greece
September 2009,9571499.549008798,Greece
October 2009,9575958.568474274,Greece
November 2009,9567260.136863954,Greece
December 2009,9565978.62987525,Greece
January 2010,9563443.520906113,Greece
February 2010,9554703.582405152,Greece
March 2010,9561407.723774046,Greece
April 2010,9560590.635659928,Greece
May 2010,9569314.64001857,Greece
June 2010,9557246.166300109,Greece
July 2010,9558137.442183185,Greece
August 2010,9555584.843645388,Greece
September 2010,9549759.387851467,Greece
October 2010,9558107.937880607,Greece
November 2010,9555331.198964085,Greece
December 2010,9554356.468994921,Greece
January 2011,9546346.366321236,Greece
February 2011,9554799.286137028,Greece
March 2011,9542358.754367806,Greece
April 2011,9549484.51679127,Greece
May 2011,9555063.580667945,Greece
June 2011,9540978.939769486,Greece
July 2011,9541719.289718047,Greece
August 2011,9543417.995906703,Greece
September 2011,9539909.897897433,Greece
October 2011,9534613.234833714,Greece
November 2011,9540223.076257922,Greece
December 2011,9534583.092802828,Greece
January 2012,9539044.305144265,Greece
February 2012,9531488.684654724,Greece
March 2012,9539898.46502586,Greece
April 2012,9528485.48214086,Greece
May 2012,9528596.729425984,Greece
June 2012,9531415.50728129,Greece
July 2012,9521246.811948678,Greece
August 2012,9525389.759959573,Greece
September 2012,9527979.206354033,Greece
October 2012,9514240.04552127,Greece
November 2012,9519752.48898813,Greece
December 2012,9518280.278212992,Greece
January 2013,9519351.328146305,Greece
February 2013,9509998.260560788,Greece
March 2013,9508688.853586808,Greece
April 2013,9515177.519303046,Greece
May 2013,9513218.706004601,Greece
June 2013,9511957.576194776,Greece
July 2013,9511315.411472537,Greece
August 2013,9506033.585274108,Greece
September 2013,9508706.127262447,Greece
October 2013,9507919.803095449,Greece
November 2013,9502716.131878467,Greece
December 2013,9512266.097959677,Greece
January 2014,9505414.207247382,Greece
February 2014,9497441.44446044,Greece
March 2014,9503992.31709549,Greece
April 2014,9496158.644936955,Greece
May 2014,9502282.689203754,Greece
June 2014,9502665.945477797,Greece
July 2014,9493441.119584143,Greece
August 2014,9499619.818722628,Greece
September 2014,9496219.82963908,Greece
October 2014,9496794.848811831,Greece
November 2014,9500063.305135738,Greece
December 2014,9490170.115017837,Greece
January 2015,9486901.94412285,Greece
February 2015,9485162.363900524,Greece
March 2015,9484396.6904697,Greece
April 2015,9486244.981537329,Greece
May 2015,9486816.645823196,Greece
June 2015,9485369.667532617,Greece
July 2015,9486483.885059906,Greece
August 2015,9481960.93193499,Greece
September 2015,9486688.686320325,Greece
October 2015,9478494.880543252,Greece
November 2015,9489558.610705284,Greece
December 2015,9479820.865052357,Greece
January 2016,9472496.124238119,Greece
February 2016,9470378.244440438,Greece
March 2016,9475590.537875554,Greece
April 2016,9471453.243839176,Greece
May 2016,9474098.566242425,Greece
June 2016,9471869.795437677,Greece
July 2016,9468428.44644864,Greece
August 2016,9464012.038474023,Greece
September 2016,9460030.166607311,Greece
October 2016,9463212.422308505,Greece
November 2016,9467317.095019048,Greece
December 2016,9463480.895722916,Greece
January 2017,9455965.992221106,Greece
February 2017,9460262.121184833,Greece
March 2017,9459754.647986686,Greece
April 2017,9453021.980741512,Greece
May 2017,9455802.75628665,Greece
June 2017,9453885.410648411,Greece
July 2017,9447480.926969986,Greece
August 2017,9452112.823186575,Greece
September 2017,9451420.228062972,Greece
October 2017,9452086.7501183,Greece
November 2017,9450441.287555007,Greece
December 2017,9438989.12266802,Greece
January 2018,9439888.967587985,Greece
February 2018,9444945.045372708,Greece
March 2018,9444122.715425836,Greece
April 2018,9443223.130304107,Greece
May 2018,9456041.505301507,Greece
June 2018,9441671.90619608,Greece
July 2018,9443113.09660142,Greece
August 2018,9441463.408980673,Greece
September 2018,9439317.087530827,Greece
October 2018,9434475.467413105,Greece
November 2018,9437978.123953257,Greece
December 2018,9430817.855068767,Greece
January 2019,9431812.885475604,Greece
February 2019,9429589.033852035,Greece
March 2019,9430828.727231728,Greece
April 2019,9438785.349442823,Greece
May 2019,9420462.353584304,Greece
June 2019,9429734.921573743,Greece
July 2019,9419137.340975605,Greece
August 2019,9422613.670540286,Greece
September 2019,9427813.592872461,Greece
October 2019,9422444.271690197,Greece
November 2019,9416554.623654801,Greece
December 2019,9416876.386454916,Greece
December 2000,184963024.44126946,Indus
January 2001,184412325.02722254,Indus
February 2001,185875731.1762792,Indus
March 2001,187432033.0112416,Indus
April 2001,185290659.3016771,Indus
May 2001,185628766.79995388,Indus
June 2001,188548461.43260947,Indus
July 2001,187735887.0968001,Indus
August 2001,186331978.31343523,Indus
September 2001,188115844.84698305,Indus
October 2001,187028001.32869586,Indus
November 2001,187374077.7886516,Indus
December 2001,188715283.31441692,Indus
January 2002,186019020.04429802,Indus
February 2002,186644710.30260706,Indus
March 2002,188616668.6121821,Indus
April 2002,188336738.63301006,Indus
May 2002,190564936.3437761,Indus
June 2002,189191117.23947313,Indus
July 2002,188823448.0624985,Indus
August 2002,193261510.0543785,Indus
September 2002,191222686.94635576,Indus
October 2002,191985557.045043,Indus
November 2002,190229018.1425359,Indus
December 2002,191824020.48001772,Indus
January 2003,193120950.5787424,Indus
February 2003,191700306.31682643,Indus
March 2003,194196767.73399165,Indus
April 2003,193180919.38266134,Indus
May 2003,193975026.33334014,Indus
June 2003,193903661.76591536,Indus
July 2003,197738265.27556568,Indus
August 2003,195461677.9680728,Indus
September 2003,194349617.05827013,Indus
October 2003,197370985.83470684,Indus
November 2003,194842639.95110422,Indus
December 2003,197225376.55862454,Indus
January 2004,194524675.97063625,Indus
February 2004,195792873.4155039,Indus
March 2004,198303585.31695402,Indus
April 2004,199444383.74354842,Indus
May 2004,199001609.7170823,Indus
June 2004,198967874.2294014,Indus
July 2004,199066061.65726855,Indus
August 2004,197770222.1618371,Indus
September 2004,199218710.90862995,Indus
October 2004,199947184.89369094,Indus
November 2004,202471639.6169162,Indus
December 2004,201821342.24923596,Indus
January 2005,199219724.77243596,Indus
February 2005,202562603.58688366,Indus
March 2005,201904660.54105332,Indus
April 2005,201875466.16941616,Indus
May 2005,204074068.45969036,Indus
June 2005,205052915.27034396,Indus
July 2005,205283640.2953668,Indus
August 2005,203158515.4862402,Indus
September 2005,204294248.88189477,Indus
October 2005,205574166.9948518,Indus
November 2005,206871882.20681158,Indus
December 2005,205181956.33674097,Indus
January 2006,205991226.90531996,Indus
February 2006,205079436.51920682,Indus
March 2006,205307219.42547154,Indus
April 2006,208547732.4409897,Indus
May 2006,209698963.9386085,Indus
June 2006,208067710.24728882,Indus
July 2006,209972784.92959368,Indus
August 2006,209456151.2890001,Indus
September 2006,208422346.72160947,Indus
October 2006,210229577.83233348,Indus
November 2006,212290638.96463117,Indus
December 2006,210440301.52186748,Indus
January 2007,213112298.08154833,Indus
February 2007,207584520.55693072,Indus
March 2007,212827264.12882686,Indus
April 2007,212189043.39665604,Indus
May 2007,212032219.24742153,Indus
June 2007,212989518.78489456,Indus
July 2007,210432553.85349673,Indus
August 2007,213341871.0507248,Indus
September 2007,214562840.28956616,Indus
October 2007,216541887.5695899,Indus
November 2007,214115818.8698857,Indus
December 2007,214094830.8583707,Indus
January 2008,214942502.01432264,Indus
February 2008,217364146.76797253,Indus
March 2008,216918843.82154134,Indus
April 2008,216114829.0489179,Indus
May 2008,217992840.45777205,Indus
June 2008,217815796.21937847,Indus
July 2008,219450770.58936095,Indus
August 2008,217495517.96220317,Indus
September 2008,218439086.1399241,Indus
October 2008,218747303.9658882,Indus
November 2008,217641519.51884657,Indus
December 2008,220535289.63245934,Indus
January 2009,220904825.13781923,Indus
February 2009,220961277.79734015,Indus
March 2009,221000180.1830279,Indus
April 2009,219745711.61143056,Indus
May 2009,221561404.44071883,Indus
June 2009,222091106.3755459,Indus
July 2009,221845411.7816465,Indus
August 2009,223173226.75460365,Indus
September 2009,224393804.21715152,Indus
October 2009,226900378.0496019,Indus
November 2009,224893489.89056405,Indus
December 2009,225416814.48326907,Indus
January 2010,225380348.19313237,Indus
February 2010,223200224.25243616,Indus
March 2010,226274524.5286408,Indus
April 2010,226831603.72283903,Indus
May 2010,230657883.35166353,Indus
June 2010,227327810.0130741,Indus
July 2010,228448022.01582214,Indus
August 2010,228405513.39245504,Indus
September 2010,227232291.1112372,Indus
October 2010,230928857.98296732,Indus
November 2010,230808912.86675516,Indus
December 2010,231284453.21484512,Indus
January 2011,229314820.99137345,Indus
February 2011,233032868.65175384,Indus
March 2011,229455404.17183983,Indus
April 2011,232714942.68495613,Indus
May 2011,235414391.76524162,Indus
June 2011,231346115.20797026,Indus
July 2011,232373875.15035596,Indus
August 2011,233758462.77915034,Indus
September 2011,233344192.6638926,Indus
October 2011,232286272.56238234,Indus
November 2011,235022087.4774476,Indus
December 2011,233845556.3198584,Indus
January 2012,236479932.05354542,Indus
February 2012,234962706.925114,Indus
March 2012,238890719.29682386,Indus
April 2012,236040844.43682578,Indus
May 2012,237137123.52354363,Indus
June 2012,239204067.5117371,Indus
July 2012,236748810.2465218,Indus
August 2012,239273231.34510264,Indus
September 2012,241260945.41440177,Indus
October 2012,237572156.1647545,Indus
November 2012,240569713.45451155,Indus
December 2012,241118936.09627697,Indus
January 2013,242323941.58145696,Indus
February 2013,239927600.86446396,Indus
March 2013,240229396.83999464,Indus
April 2013,243306091.70218238,Indus
May 2013,243437398.88155267,Indus
June 2013,243836677.96873733,Indus
July 2013,244422863.68731767,Indus
August 2013,243433064.06898668,Indus
September 2013,245191356.42183337,Indus
October 2013,245727737.6300607,Indus
November 2013,244764939.16027912,Indus
December 2013,248872323.81917718,Indus
January 2014,247375118.9459356,Indus
February 2014,245490672.81396326,Indus
March 2014,248539689.38337153,Indus
April 2014,246703296.5763419,Indus
May 2014,249660980.66367352,Indus
June 2014,250663389.6977337,Indus
July 2014,248318313.60798994,Indus
August 2014,251322944.51954404,Indus
September 2014,251018309.9332849,Indus
October 2014,252058905.07643282,Indus
November 2014,254058099.13553816,Indus
December 2014,251482115.1577828,Indus
January 2015,251250172.4805329,Indus
February 2015,251546330.5469402,Indus
March 2015,252092134.84054592,Indus
April 2015,253627838.28051832,Indus
May 2015,254693549.61087537,Indus
June 2015,255090796.41249093,Indus
July 2015,256343950.18600383,Indus
August 2015,255678502.68590915,Indus
September 2015,258209009.21254906,Indus
October 2015,256246407.3773637,Indus
November 2015,260965880.23705307,Indus
December 2015,258469874.78297666,Indus
January 2016,256866070.6466991,Indus
February 2016,257061143.8842949,Indus
March 2016,259728869.74737492,Indus
April 2016,259226271.47599137,Indus
May 2016,261037050.324649,Indus
June 2016,261193812.70221916,Indus
July 2016,260901755.42466432,Indus
August 2016,260302728.27864045,Indus
September 2016,259853825.58766896,Indus
October 2016,261850105.28950498,Indus
November 2016,264194959.14908972,Indus
December 2016,263766488.15101495,Indus
January 2017,262210787.43118864,Indus
February 2017,264735587.22727305,Indus
March 2017,265500128.6249929,Indus
April 2017,264214676.54414687,Indus
May 2017,266182382.2485372,Indus
June 2017,266560537.67691743,Indus
July 2017,265354900.56729946,Indus
August 2017,267995701.94517022,Indus
September 2017,268796986.77577776,Indus
October 2017,270034255.7058124,Indus
November 2017,270506341.8748647,Indus
December 2017,267556821.168635,Indus
January 2018,268703911.6968142,Indus
February 2018,271286906.3594018,Indus
March 2018,271758092.6987934,Indus
April 2018,272283512.3243734,Indus
May 2018,277521267.34858817,Indus
June 2018,273393038.0090851,Indus
July 2018,274700179.199752,Indus
August 2018,274966451.82500416,Indus
September 2018,275061146.34294146,Indus
October 2018,274197688.84500694,Indus
November 2018,276244004.24535453,Indus
December 2018,274579495.0598032,Indus
January 2019,275875716.71369225,Indus
February 2019,276059872.1850478,Indus
March 2019,277348447.31709737,Indus
April 2019,281049774.4545013,Indus
May 2019,275641239.07086694,Indus
June 2019,279797201.9433865,Indus
July 2019,277057659.3889223,Indus
August 2019,279211125.5320854,Indus
September 2019,281960062.155708,Indus
October 2019,281026789.73944205,Indus
November 2019,279944478.101057,Indus
December 2019,280977373.43464243,Indus
December 2000,72145743.36512958,Iran
January 2001,72038874.6357567,Iran
February 2001,72050303.1304136,Iran
March 2001,72074399.77015188,Iran
April 2001,71874103.78604998,Iran
May 2001,71821842.56369151,Iran
June 2001,71918805.24689947,Iran
July 2001,71798959.4504216,Iran
August 2001,71641978.0051338,Iran
September 2001,71672228.53900813,Iran
October 2001,71536214.98015244,Iran
November 2001,71482017.81795795,Iran
December 2001,71488672.92762072,Iran
January 2002,71270471.00569059,Iran
February 2002,71247381.93582135,Iran
March 2002,71309155.90523873,Iran
April 2002,71232875.80006245,Iran
May 2002,71305839.27517635,Iran
June 2002,71165310.27993695,Iran
July 2002,71085807.1453577,Iran
August 2002,71286635.3325145,Iran
September 2002,71107047.74518844,Iran
October 2002,71093946.12422268,Iran
November 2002,70930938.3222424,Iran
December 2002,70966711.46518096,Iran
January 2003,70995518.61643226,Iran
February 2003,70864710.74608417,Iran
March 2003,70968555.5399901,Iran
April 2003,70861523.10296492,Iran
May 2003,70862325.22765581,Iran
June 2003,70810766.45190437,Iran
July 2003,70990150.23050028,Iran
August 2003,70809069.08348079,Iran
September 2003,70696385.66232023,Iran
October 2003,70828004.61012174,Iran
November 2003,70632136.5814089,Iran
December 2003,70726245.8702616,Iran
January 2004,70530934.17049217,Iran
February 2004,70568733.20153302,Iran
March 2004,70681877.48956512,Iran
April 2004,70712193.81936033,Iran
May 2004,70650683.49243973,Iran
June 2004,70612014.31118084,Iran
July 2004,70582277.01519121,Iran
August 2004,70469478.94849116,Iran
September 2004,70517867.2758058,Iran
October 2004,70525149.46450713,Iran
November 2004,70636733.97701393,Iran
December 2004,70563034.89711198,Iran
January 2005,70381342.47023869,Iran
February 2005,70548796.29587172,Iran
March 2005,70484059.98346516,Iran
April 2005,70453457.21045382,Iran
May 2005,70554634.54671985,Iran
June 2005,70583238.43881941,Iran
July 2005,70568833.74106741,Iran
August 2005,70415127.81147057,Iran
September 2005,70452946.33850937,Iran
October 2005,70500165.33717504,Iran
November 2005,70547497.76436052,Iran
December 2005,70420284.84375165,Iran
January 2006,70447129.51256835,Iran
February 2006,70372888.74820033,Iran
March 2006,70367582.10434397,Iran
April 2006,70537224.2698187,Iran
May 2006,70584821.132022,Iran
June 2006,70468323.14273171,Iran
July 2006,70560196.51046468,Iran
August 2006,70509165.02911933,Iran
September 2006,70427757.8385213,Iran
October 2006,70513884.42558934,Iran
November 2006,70614252.22619581,Iran
December 2006,70485553.82369904,Iran
January 2007,70627644.20086846,Iran
February 2007,70288126.0021949,Iran
March 2007,70582644.4593747,Iran
April 2007,70530311.3049602,Iran
May 2007,70506731.63300683,Iran
June 2007,70548110.35856514,Iran
July 2007,70383559.92668146,Iran
August 2007,70539589.18229951,Iran
September 2007,70596454.38200495,Iran
October 2007,70698323.7756787,Iran
November 2007,70540982.49486762,Iran
December 2007,70525381.07306632,Iran
January 2008,70566425.76565644,Iran
February 2008,70699916.80798848,Iran
March 2008,70665583.52726835,Iran
April 2008,70609617.48521833,Iran
May 2008,70711460.58867878,Iran
June 2008,70692319.26679562,Iran
July 2008,70779887.7425694,Iran
August 2008,70656304.4688885,Iran
September 2008,70702981.6127641,Iran
October 2008,70712623.8770245,Iran
November 2008,70638933.58286276,Iran
December 2008,70800436.63526444,Iran
January 2009,70817946.17206858,Iran
February 2009,70817066.98474996,Iran
March 2009,70815562.9510781,Iran
April 2009,70737687.62939398,Iran
May 2009,70840271.62677081,Iran
June 2009,70867188.438117,Iran
July 2009,70848698.14113697,Iran
August 2009,70922491.62002347,Iran
September 2009,70989986.57115372,Iran
October 2009,71133149.0299112,Iran
November 2009,71011080.81678665,Iran
December 2009,71037758.37826821,Iran
January 2010,71036761.24324852,Iran
February 2010,70909857.7237886,Iran
March 2010,71091458.73096631,Iran
April 2010,71125323.11682145,Iran
May 2010,71351165.0094665,Iran
June 2010,71156719.93506649,Iran
July 2010,71223622.64693277,Iran
August 2010,71222270.61926946,Iran
September 2010,71154506.83576444,Iran
October 2010,71372730.13116881,Iran
November 2010,71366829.9197807,Iran
December 2010,71395868.2473,Iran
January 2011,71285326.64792672,Iran
February 2011,71508847.35082564,Iran
March 2011,71303372.97554499,Iran
April 2011,71499963.43193288,Iran
May 2011,71663491.467888,Iran
June 2011,71429687.31293558,Iran
July 2011,71495029.7383264,Iran
August 2011,71581496.13325962,Iran
September 2011,71562307.74949402,Iran
October 2011,71505149.06872286,Iran
November 2011,71670978.9488315,Iran
December 2011,71606853.72224943,Iran
January 2012,71768595.47496961,Iran
February 2012,71686495.56106365,Iran
March 2012,71923765.77423573,Iran
April 2012,71763393.51615062,Iran
May 2012,71834569.89217271,Iran
June 2012,71962983.89805186,Iran
July 2012,71825563.0192076,Iran
August 2012,71980846.65556061,Iran
September 2012,72104607.1419634,Iran
October 2012,71894735.53750505,Iran
November 2012,72077808.5305976,Iran
December 2012,72116853.89024648,Iran
January 2013,72199026.08207308,Iran
February 2013,72069675.46879369,Iran
March 2013,72097695.2870376,Iran
April 2013,72289799.97773719,Iran
May 2013,72308541.53096029,Iran
June 2013,72343389.88934116,Iran
July 2013,72388848.4475937,Iran
August 2013,72342110.1414861,Iran
September 2013,72456779.28964709,Iran
October 2013,72499312.61129491,Iran
November 2013,72454160.20067239,Iran
December 2013,72706434.16499244,Iran
January 2014,72633895.53695509,Iran
February 2014,72538612.53703533,Iran
March 2014,72731603.16485561,Iran
April 2014,72639142.54676642,Iran
May 2014,72827762.28698888,Iran
June 2014,72902036.9103505,Iran
July 2014,72779202.36528866,Iran
August 2014,72971076.23187675,Iran
September 2014,72968582.4699054,Iran
October 2014,73044603.19621839,Iran
November 2014,73177423.36137156,Iran
December 2014,73041026.58667351,Iran
January 2015,73045996.8412778,Iran
February 2015,73081984.76105669,Iran
March 2015,73130836.14711434,Iran
April 2015,73239627.98513758,Iran
May 2015,73320215.34943208,Iran
June 2015,73362140.65252142,Iran
July 2015,73453737.33087417,Iran
August 2015,73433245.9522426,Iran
September 2015,73600466.92415279,Iran
October 2015,73503188.2184959,Iran
November 2015,73798976.75182793,Iran
December 2015,73670368.91995335,Iran
January 2016,73596520.04074599,Iran
February 2016,73628327.09318268,Iran
March 2016,73804050.96898621,Iran
April 2016,73794880.7239521,Iran
May 2016,73920928.7926525,Iran
June 2016,73950485.68081069,Iran
July 2016,73953024.99163987,Iran
August 2016,73938191.05727623,Iran
September 2016,73932174.58840051,Iran
October 2016,74069117.93309246,Iran
November 2016,74227190.99884693,Iran
December 2016,74221718.13556136,Iran
January 2017,74153926.25128567,Iran
February 2017,74325799.99950069,Iran
March 2017,74392004.02382204,Iran
April 2017,74340085.02345812,Iran
May 2017,74478477.51592988,Iran
June 2017,74524269.45675083,Iran
July 2017,74476277.65404515,Iran
August 2017,74654964.68223901,Iran
September 2017,74725608.86248863,Iran
October 2017,74821099.61022641,Iran
November 2017,74872408.51404877,Iran
December 2017,74721990.80463326,Iran
January 2018,74815354.37856036,Iran
February 2018,74993054.879104,Iran
March 2018,75044204.49063016,Iran
April 2018,75101054.61492248,Iran
May 2018,75433842.41139074,Iran
June 2018,75217363.38935469,Iran
July 2018,75319289.05339073,Iran
August 2018,75360918.34153819,Iran
September 2018,75392470.0974195,Iran
October 2018,75366907.01208308,Iran
November 2018,75513085.99355622,Iran
December 2018,75440473.64094931,Iran
January 2019,75545032.60153812,Iran
February 2019,75584275.05402474,Iran
March 2019,75685633.97870399,Iran
April 2019,75931455.29783577,Iran
May 2019,75641297.59485763,Iran
June 2019,75913821.65807302,Iran
July 2019,75780425.57098538,Iran
August 2019,75935334.24772297,Iran
September 2019,76125217.50877254,Iran
October 2019,76097911.56269392,Iran
November 2019,76062768.86568697,Iran
December 2019,76150944.54631409,Iran
December 2000,36010033.20235598,Italy
January 2001,35997150.07883755,Italy
February 2001,36030718.641123384,Italy
March 2001,36066447.30996289,Italy
April 2001,36016878.17358302,Italy
May 2001,36024499.64558295,Italy
June 2001,36091654.85611589,Italy
July 2001,36072737.94204668,Italy
August 2001,36040177.09444324,Italy
September 2001,36081136.49331967,Italy
October 2001,36055870.99563582,Italy
November 2001,36063670.37848603,Italy
December 2001,36094426.48417019,Italy
January 2002,36032092.08754535,Italy
February 2002,36046372.51408854,Italy
March 2002,36091716.68192335,Italy
April 2002,36085110.62292174,Italy
May 2002,36136354.81074167,Italy
June 2002,36104520.186328135,Italy
July 2002,36095895.42027196,Italy
August 2002,36198101.27494615,Italy
September 2002,36150929.54129402,Italy
October 2002,36168378.60978975,Italy
November 2002,36127717.248514496,Italy
December 2002,36164357.93537035,Italy
January 2003,36194096.931810126,Italy
February 2003,36161160.01261631,Italy
March 2003,36218580.69781792,Italy
April 2003,36194979.66091242,Italy
May 2003,36213127.514277294,Italy
June 2003,36211309.28001179,Italy
July 2003,36299580.66286469,Italy
August 2003,36246902.97230921,Italy
September 2003,36221082.9675311,Italy
October 2003,36290598.568659164,Italy
November 2003,36232114.523913406,Italy
December 2003,36286901.23426313,Italy
January 2004,36224545.06715943,Italy
February 2004,36253724.32291973,Italy
March 2004,36311564.39570271,Italy
April 2004,36337805.42455127,Italy
May 2004,36327526.47080641,Italy
June 2004,36326679.00868814,Italy
July 2004,36328876.34812733,Italy
August 2004,36298920.74992406,Italy
September 2004,36332258.097029574,Italy
October 2004,36348991.850874126,Italy
November 2004,36407144.39852767,Italy
December 2004,36392079.29592362,Italy
January 2005,36332050.077333495,Italy
February 2005,36409119.866384365,Italy
March 2005,36393920.64211565,Italy
April 2005,36393219.68914659,Italy
May 2005,36443899.7105077,Italy
June 2005,36466447.3961082,Italy
July 2005,36471741.90337244,Italy
August 2005,36422702.12252195,Italy
September 2005,36448868.11219096,Italy
October 2005,36478360.351968095,Italy
November 2005,36508262.15795917,Italy
December 2005,36469260.34155847,Italy
January 2006,36487843.41599943,Italy
February 2006,36466733.34615743,Italy
March 2006,36471913.32995683,Italy
April 2006,36546568.59461864,Italy
May 2006,36573040.99861899,Italy
June 2006,36535337.81468537,Italy
July 2006,36579196.24223991,Italy
August 2006,36567199.74485537,Italy
September 2006,36543275.639584355,Italy
October 2006,36584877.482911974,Italy
November 2006,36632330.83258766,Italy
December 2006,36589577.50190325,Italy
January 2007,36651209.434958875,Italy
February 2007,36523728.47522108,Italy
March 2007,36644649.32238142,Italy
April 2007,36629937.10724452,Italy
May 2007,36626327.197918095,Italy
June 2007,36648412.759232216,Italy
July 2007,36589447.96308085,Italy
August 2007,36656553.265503086,Italy
September 2007,36684719.88947273,Italy
October 2007,36730369.9744424,Italy
November 2007,36674424.29390278,Italy
December 2007,36673947.19832047,Italy
January 2008,36693456.054152146,Italy
February 2008,36749265.75159008,Italy
March 2008,36738957.16284185,Italy
April 2008,36720372.883334935,Italy
May 2008,36763645.992367454,Italy
June 2008,36759521.64922043,Italy
July 2008,36797189.55047473,Italy
August 2008,36752054.061297156,Italy
September 2008,36773774.60772062,Italy
October 2008,36780843.27959464,Italy
November 2008,36755299.23076971,Italy
December 2008,36821998.96900716,Italy
January 2009,36830609.002028406,Italy
February 2009,36831998.34798536,Italy
March 2009,36832974.47379958,Italy
April 2009,36804129.803100415,Italy
May 2009,36846090.0092561,Italy
June 2009,36858393.989999995,Italy
July 2009,36852812.04014513,Italy
August 2009,36883523.04818822,Italy
September 2009,36911760.817871206,Italy
October 2009,36969654.93924709,Italy
November 2009,36923457.07767797,Italy
December 2009,36935611.15829142,Italy
January 2010,36934802.74185998,Italy
February 2010,36884554.75608329,Italy
March 2010,36955487.36317165,Italy
April 2010,36968367.99504728,Italy
May 2010,37056645.74380875,Italy
June 2010,36979876.26427309,Italy
July 2010,37005743.479329504,Italy
August 2010,37004795.70745915,Italy
September 2010,36977770.07922852,Italy
October 2010,37063056.238895684,Italy
November 2010,37060322.5349961,Italy
December 2010,37071321.56950742,Italy
January 2011,37025980.82307453,Italy
February 2011,37111816.08040226,Italy
March 2011,37029385.3546273,Italy
April 2011,37104645.93144312,Italy
May 2011,37166986.3132396,Italy
June 2011,37073244.14783721,Italy
July 2011,37097030.05661169,Italy
August 2011,37129048.29748819,Italy
September 2011,37119579.15246794,Italy
October 2011,37095262.64006743,Italy
November 2011,37158444.48353847,Italy
December 2011,37131392.42260922,Italy
January 2012,37191967.720020935,Italy
February 2012,37156793.88572641,Italy
March 2012,37247216.29063833,Italy
April 2012,37181307.31129883,Italy
May 2012,37206415.06808703,Italy
June 2012,37253903.58313743,Italy
July 2012,37197101.60601465,Italy
August 2012,37255140.9995213,Italy
September 2012,37300802.22042874,Italy
October 2012,37215551.06903226,Italy
November 2012,37284502.48924584,Italy
December 2012,37296993.38296407,Italy
January 2013,37324884.13242442,Italy
February 2013,37269716.37426714,Italy
March 2013,37276766.60945981,Italy
April 2013,37347824.47411843,Italy
May 2013,37350949.113473736,Italy
June 2013,37360257.247320734,Italy
July 2013,37373872.83380889,Italy
August 2013,37351144.39084081,Italy
September 2013,37391795.69675228,Italy
October 2013,37404262.63268859,Italy
November 2013,37382156.922159046,Italy
December 2013,37476982.565273,Italy
January 2014,37442495.372822486,Italy
February 2014,37399077.164237306,Italy
March 2014,37469436.137570255,Italy
April 2014,37427126.1916268,Italy
May 2014,37495381.528989494,Italy
June 2014,37518543.39028324,Italy
July 2014,37464500.19764171,Italy
August 2014,37533839.66912013,Italy
September 2014,37526856.94380641,Italy
October 2014,37550898.10743094,Italy
