EVI,time,hotspot
0.2972342506611881,February 2005,Vietnam
0.2908347328804674,March 2005,Vietnam
0.3396512235154721,April 2005,Vietnam
0.37455611900102664,May 2005,Vietnam
0.38712917290792337,June 2005,Vietnam
0.43648199732514986,July 2005,Vietnam
0.4218293454225247,August 2005,Vietnam
0.42221046485012653,September 2005,Vietnam
0.3552123665053574,October 2005,Vietnam
0.36232816432974796,November 2005,Vietnam
0.3405678659949393,December 2005,Vietnam
0.28652279482470566,January 2005,Thailand
0.2655014427183565,February 2005,Thailand
0.28187486448009846,March 2005,Thailand
0.3369055630112877,April 2005,Thailand
0.3708807922162774,May 2005,Thailand
0.358257145200669,June 2005,Thailand
0.4021773542572721,July 2005,Thailand
0.37104054244797974,August 2005,Thailand
0.4667931339509893,September 2005,Thailand
0.45067878001802747,October 2005,Thailand
0.4213948366561939,November 2005,Thailand
0.3733942345645997,December 2005,Thailand
0.21320485231061648,January 2005,Australia
0.2519562923619987,February 2005,Australia
0.24892286543491748,March 2005,Australia
0.22788518595379842,April 2005,Australia
0.2218744967786674,May 2005,Australia
0.2246749472156635,June 2005,Australia
0.2917327718542798,July 2005,Australia
0.3980895898781772,August 2005,Australia
0.48670113940210846,September 2005,Australia
0.43175746789958347,October 2005,Australia
0.31865134425316066,November 2005,Australia
0.23151791329622515,December 2005,Australia
0.08568848514831798,January 2005,ArabianPeninsula
0.09664927962778766,February 2005,ArabianPeninsula
0.10808342805489457,March 2005,ArabianPeninsula
0.0992789379414099,April 2005,ArabianPeninsula
0.09120748692482655,May 2005,ArabianPeninsula
0.08801777963954958,June 2005,ArabianPeninsula
0.0866844400460423,July 2005,ArabianPeninsula
0.08799449636623267,August 2005,ArabianPeninsula
0.08783442509778876,September 2005,ArabianPeninsula
0.08649750850283776,October 2005,ArabianPeninsula
0.08529959790881271,November 2005,ArabianPeninsula
0.08550708852054466,December 2005,ArabianPeninsula
0.14401622118619595,January 2005,China
0.14467777833075823,February 2005,China
0.21153988566327306,March 2005,China
0.2950541583780779,April 2005,China
0.3052939391838506,May 2005,China
0.29103004776563807,June 2005,China
0.4568671921765342,July 2005,China
0.45449068853618796,August 2005,China
0.3059766582990025,September 2005,China
0.19654115860627078,October 2005,China
0.1659736758832782,November 2005,China
0.14746907108137566,December 2005,China
0.1854477859129714,January 2005,Peru
0.1664377021151085,February 2005,Peru
0.22971889520399674,March 2005,Peru
0.24660574948509348,April 2005,Peru
0.2161885986885953,May 2005,Peru
0.18702509236106854,June 2005,Peru
0.16401390189306678,July 2005,Peru
0.1531528113237784,August 2005,Peru
0.14809593222720605,September 2005,Peru
0.14870165870825638,October 2005,Peru
0.15497351329983214,November 2005,Peru
0.1429436763558565,December 2005,Peru
0.36740826880019306,January 2005,Nile
0.3911642257641238,February 2005,Nile
0.3550718516865635,March 2005,Nile
0.26693363944474846,April 2005,Nile
0.18712932707789723,May 2005,Nile
0.2002573977086182,June 2005,Nile
0.3307090960179138,July 2005,Nile
0.32389735740501285,August 2005,Nile
0.22190646859844843,September 2005,Nile
0.1822971027079835,October 2005,Nile
0.2478644911019746,November 2005,Nile
0.3364779615856311,December 2005,Nile
0.44349256292479233,January 2005,Java
0.45938849666744064,February 2005,Java
0.4024523423247107,March 2005,Java
0.4117483143345962,April 2005,Java
0.41375670776363555,May 2005,Java
0.3812488946017668,June 2005,Java
0.37538232256261167,July 2005,Java
0.3666031543446426,August 2005,Java
0.3414263927496199,September 2005,Java
0.3290060454145737,October 2005,Java
0.32564132070263974,November 2005,Java
0.2939193704202055,December 2005,Java
0.1472467335128145,January 2005,Japan
0.14449801071150725,February 2005,Japan
0.16223397306132273,March 2005,Japan
0.21627915010017842,April 2005,Japan
0.3588802760017189,May 2005,Japan
0.43737745219509855,June 2005,Japan
0.49105122276583274,July 2005,Japan
0.48524851375009004,August 2005,Japan
0.4035916245333016,September 2005,Japan
0.33552758134447935,October 2005,Japan
0.24755284466431945,November 2005,Japan
0.14703484300927838,December 2005,Japan
0.20172835016456075,January 2005,Spain
0.19975328778990717,February 2005,Spain
0.22747563447137759,March 2005,Spain
0.278057047286929,April 2005,Spain
0.2736038688984645,May 2005,Spain
0.24590378610643468,June 2005,Spain
0.22783898170890113,July 2005,Spain
0.21271424041855164,August 2005,Spain
0.20296967951112893,September 2005,Spain
0.19611860930296476,October 2005,Spain
0.2091379757853652,November 2005,Spain
0.2093061876007958,December 2005,Spain
0.09901272099547813,January 2001,USHighPlain
0.05686796589158281,February 2001,USHighPlain
0.13854655818479295,March 2001,USHighPlain
0.21365902256605138,April 2001,USHighPlain
0.28965438308855557,May 2001,USHighPlain
0.3126027403851669,June 2001,USHighPlain
0.35070763767010604,July 2001,USHighPlain
0.32399496881520323,August 2001,USHighPlain
0.23632651393173343,September 2001,USHighPlain
0.1942047148117472,October 2001,USHighPlain
0.1836494778229528,November 2001,USHighPlain
0.15178508155632098,December 2001,USHighPlain
0.19979522927650267,January 2001,Greece
0.2524576650512182,February 2001,Greece
0.29271890435753045,March 2001,Greece
0.3517207317382856,April 2001,Greece
0.389351666142207,May 2001,Greece
0.33953470213560144,June 2001,Greece
0.343295807685111,July 2001,Greece
0.3173525916656799,August 2001,Greece
0.27044172592810356,September 2001,Greece
0.2359871846610326,October 2001,Greece
0.2075878248132776,November 2001,Greece
0.11753885413256,December 2001,Greece
0.11760106849012032,January 2001,Sudan
0.11077784733209252,February 2001,Sudan
0.10688014175442352,March 2001,Sudan
0.09902155472406177,April 2001,Sudan
0.09435082692387439,May 2001,Sudan
0.1017051915565352,June 2001,Sudan
0.11910039040537904,July 2001,Sudan
0.2049180081597471,August 2001,Sudan
0.21741917627954258,September 2001,Sudan
0.18066517794517442,October 2001,Sudan
0.15421810828862345,November 2001,Sudan
0.13258211646154983,December 2001,Sudan
0.2046947828267034,January 2001,Indus
0.2497986387937257,February 2001,Indus
0.2465369520860482,March 2001,Indus
0.15425569223904634,April 2001,Indus
0.12979816456733215,May 2001,Indus
0.18101205098809395,June 2001,Indus
0.26061557827778187,July 2001,Indus
0.296142113242891,August 2001,Indus
0.25118356237520567,September 2001,Indus
0.18950917274217918,October 2001,Indus
0.15302508225347267,November 2001,Indus
0.16036802857366836,December 2001,Indus
0.24290570176727783,January 2001,Ganges
0.24879195876966584,February 2001,Ganges
0.22355831065778986,March 2001,Ganges
0.1937788556053873,April 2001,Ganges
0.20270881228354742,May 2001,Ganges
0.25833594376488667,June 2001,Ganges
0.3052713515924865,July 2001,Ganges
0.3690943276232966,August 2001,Ganges
0.3373130537431037,September 2001,Ganges
0.2965727869646245,October 2001,Ganges
0.24324245726667287,November 2001,Ganges
0.21967029010253625,December 2001,Ganges
0.10342916540237096,January 2001,Turkey
0.11998469973466298,February 2001,Turkey
0.1853830459463382,March 2001,Turkey
0.25420226958234865,April 2001,Turkey
0.26715777903181526,May 2001,Turkey
0.21468522845294163,June 2001,Turkey
0.18689735378884192,July 2001,Turkey
0.17476853456527944,August 2001,Turkey
0.15785825061339614,September 2001,Turkey
0.14363555652439916,October 2001,Turkey
0.11673522166579053,November 2001,Turkey
0.07535009100177366,December 2001,Turkey
0.2484566516134378,January 2001,Italy
0.2713026521339794,February 2001,Italy
0.3162930782277463,March 2001,Italy
0.37722787287552867,April 2001,Italy
0.4014158788898658,May 2001,Italy
0.39151991599049396,June 2001,Italy
0.37103644749965287,July 2001,Italy
0.3264919166824327,August 2001,Italy
0.284452075970504,September 2001,Italy
0.2649491128320781,October 2001,Italy
0.22871123552321745,November 2001,Italy
0.1870375966185621,December 2001,Italy
0.19288181571020965,January 2001,California
0.22724290512383813,February 2001,California
0.2771376567257706,March 2001,California
0.2723590382718711,April 2001,California
0.24027187242126075,May 2001,California
0.24774838479645775,June 2001,California
0.2534736125730228,July 2001,California
0.23617005135697888,August 2001,California
0.21003618591150958,September 2001,California
0.18981672524644946,October 2001,California
0.189534904978171,November 2001,California
0.20806207165036544,December 2001,California
0.19205574806397782,January 2001,Mexico
0.18318985481686836,February 2001,Mexico
0.18103486626426643,March 2001,Mexico
0.18461883325245765,April 2001,Mexico
0.20315310670482398,May 2001,Mexico
0.26516731858029313,June 2001,Mexico
0.3467595086990233,July 2001,Mexico
0.3631092409820594,August 2001,Mexico
0.35575081654264085,September 2001,Mexico
0.301434621483632,October 2001,Mexico
0.24624949754173406,November 2001,Mexico
0.2135274843291126,December 2001,Mexico
0.2869724099748139,January 2001,Chile
0.28339164761448515,February 2001,Chile
0.26518307842423194,March 2001,Chile
0.24137638966097016,April 2001,Chile
0.23973492402623098,May 2001,Chile
0.18136985673939024,June 2001,Chile
0.2493665512420539,July 2001,Chile
0.2702142763208045,August 2001,Chile
0.29695602919821085,September 2001,Chile
0.3286817949647379,October 2001,Chile
0.32645555264990267,November 2001,Chile
0.30109186867463,December 2001,Chile
0.05470350487907158,January 2001,Iran
0.0692521390495171,February 2001,Iran
0.11017037762515247,March 2001,Iran
0.14959832665787304,April 2001,Iran
0.14202755813987628,May 2001,Iran
0.12038936641398423,June 2001,Iran
0.11258004357575611,July 2001,Iran
0.10620775723246885,August 2001,Iran
0.0980122384468374,September 2001,Iran
0.09196128943008672,October 2001,Iran
0.07882928640361113,November 2001,Iran
0.06634256958093927,December 2001,Iran
0.3738381483008752,January 2001,Vietnam
0.3363598928009402,February 2001,Vietnam
0.3261206100387039,March 2001,Vietnam
0.3891316677220315,April 2001,Vietnam
0.3930672947083471,May 2001,Vietnam
0.4219710986150475,June 2001,Vietnam
0.4370029933501208,July 2001,Vietnam
0.39744215887462436,August 2001,Vietnam
0.4288703120716973,September 2001,Vietnam
0.35324212270541416,October 2001,Vietnam
0.38465841860868183,November 2001,Vietnam
0.3349601233798361,December 2001,Vietnam
0.32926558786165666,January 2001,Thailand
0.2980838705664407,February 2001,Thailand
0.315682153927386,March 2001,Thailand
0.38094028765016774,April 2001,Thailand
0.4246912568438027,May 2001,Thailand
0.33043860683968423,June 2001,Thailand
0.3609491251289902,July 2001,Thailand
0.43107073399581547,August 2001,Thailand
0.47002504809637735,September 2001,Thailand
0.46248577524010237,October 2001,Thailand
0.44380959923336066,November 2001,Thailand
0.3804768136572192,December 2001,Thailand
0.22513075633449522,January 2001,Australia
0.22163330545202942,February 2001,Australia
0.237255323950213,March 2001,Australia
0.2544355723052621,April 2001,Australia
0.2897405503380975,May 2001,Australia
0.30024369827064046,June 2001,Australia
0.3659664346528327,July 2001,Australia
0.4245824159443914,August 2001,Australia
0.45962643201242875,September 2001,Australia
0.4188055097506298,October 2001,Australia
0.3086092130079221,November 2001,Australia
0.22946324343507904,December 2001,Australia
0.11720399647671648,January 2001,ArabianPeninsula
0.11953151947863877,February 2001,ArabianPeninsula
0.11340746133822371,March 2001,ArabianPeninsula
0.10296098872058561,April 2001,ArabianPeninsula
0.09042588824756574,May 2001,ArabianPeninsula
0.0887512863721386,June 2001,ArabianPeninsula
0.08704478594984197,July 2001,ArabianPeninsula
0.08974105784016936,August 2001,ArabianPeninsula
0.08780010852512894,September 2001,ArabianPeninsula
0.08541966750453941,October 2001,ArabianPeninsula
0.0840090144125967,November 2001,ArabianPeninsula
0.08475903540594625,December 2001,ArabianPeninsula
0.11188329425375383,January 2001,China
0.14477456139844652,February 2001,China
0.19794427904762862,March 2001,China
0.272162311648121,April 2001,China
0.25825944512852317,May 2001,China
0.2852386832058875,June 2001,China
0.43679350350387913,July 2001,China
0.4311044344245004,August 2001,China
0.2729863151525079,September 2001,China
0.17631784938090841,October 2001,China
0.15944855107191677,November 2001,China
0.13890171593535455,December 2001,China
0.19059069963450673,January 2001,Peru
0.24742554163927907,February 2001,Peru
0.2717596893002012,March 2001,Peru
0.2925006344390349,April 2001,Peru
0.264031839710368,May 2001,Peru
0.21213937102460517,June 2001,Peru
0.18932195075085986,July 2001,Peru
0.17790061351943043,August 2001,Peru
0.17522019547537648,September 2001,Peru
0.16980175272774134,October 2001,Peru
0.18095544004357647,November 2001,Peru
0.19084139417446236,December 2001,Peru
0.36949345331444833,January 2001,Nile
0.3840589388946048,February 2001,Nile
0.3488773708391219,March 2001,Nile
0.2276785676912998,April 2001,Nile
0.15648760592232827,May 2001,Nile
0.21527468572081168,June 2001,Nile
0.31532612789898196,July 2001,Nile
0.26539936070300957,August 2001,Nile
0.18960019667826888,September 2001,Nile
0.20814791818609876,October 2001,Nile
0.2261353809509609,November 2001,Nile
0.30708999429155204,December 2001,Nile
0.4090847094850103,January 2001,Java
0.40336578910295096,February 2001,Java
0.4043553756839434,March 2001,Java
0.4005293085980729,April 2001,Java
0.41369677799906013,May 2001,Java
0.3653143164508334,June 2001,Java
0.36890795888238315,July 2001,Java
0.3486815724705889,August 2001,Java
0.3137954264687231,September 2001,Java
0.3061509470383626,October 2001,Java
0.3461811854623339,November 2001,Java
0.4343011969737715,December 2001,Java
0.13053968932006632,January 2001,Japan
0.1310689340621197,February 2001,Japan
0.1550329211931154,March 2001,Japan
0.2222033522766978,April 2001,Japan
0.396075606811983,May 2001,Japan
0.4394373053813395,June 2001,Japan
0.49407511513465985,July 2001,Japan
0.4616761475991406,August 2001,Japan
0.37677423824754935,September 2001,Japan
0.3181424304408024,October 2001,Japan
0.24534539703162023,November 2001,Japan
0.16150986435660308,December 2001,Japan
0.21191985467108687,January 2001,Spain
0.23433687488647023,February 2001,Spain
0.2680026285229118,March 2001,Spain
0.283246827749868,April 2001,Spain
0.2808349997622007,May 2001,Spain
0.25013407445856833,June 2001,Spain
0.23294352479279296,July 2001,Spain
0.21964131557218666,August 2001,Spain
0.20358582877093473,September 2001,Spain
0.21837062787200573,October 2001,Spain
0.21639070797018586,November 2001,Spain
0.2021130870382828,December 2001,Spain
0.15393707135004905,January 2002,USHighPlain
0.1430486679022684,February 2002,USHighPlain
0.14663791060785872,March 2002,USHighPlain
0.19092685212782307,April 2002,USHighPlain
0.23855509513018258,May 2002,USHighPlain
0.26834595595464567,June 2002,USHighPlain
0.28678498323602936,July 2002,USHighPlain
0.2876676552665856,August 2002,USHighPlain
0.24803761623068687,September 2002,USHighPlain
0.19796338507867944,October 2002,USHighPlain
0.17036940755633528,November 2002,USHighPlain
0.15874313042447,December 2002,USHighPlain
0.14036464359021716,January 2002,Greece
0.19522632755829067,February 2002,Greece
0.23858502249758912,March 2002,Greece
0.32272744675365733,April 2002,Greece
0.4003524728236029,May 2002,Greece
0.3678654226546451,June 2002,Greece
0.3540518275274802,July 2002,Greece
0.35855386124815397,August 2002,Greece
0.33452534038165255,September 2002,Greece
0.30821549007081983,October 2002,Greece
0.24947281422989181,November 2002,Greece
0.2023834987238936,December 2002,Greece
0.12210523495963212,January 2002,Sudan
0.11620824091980204,February 2002,Sudan
0.1053469515203388,March 2002,Sudan
0.10134301942670551,April 2002,Sudan
0.09461501761617461,May 2002,Sudan
0.09550769694134319,June 2002,Sudan
0.09578636126002536,July 2002,Sudan
0.15960118705744886,August 2002,Sudan
0.1991068293602731,September 2002,Sudan
0.1667816440782911,October 2002,Sudan
0.14417827888580265,November 2002,Sudan
0.12952833994272514,December 2002,Sudan
0.2139754040228917,January 2002,Indus
0.2654250868645419,February 2002,Indus
0.271748194284317,March 2002,Indus
0.1552280838918143,April 2002,Indus
0.13240783723585223,May 2002,Indus
0.15919326622665228,June 2002,Indus
0.20477991660531314,July 2002,Indus
0.27092886447389,August 2002,Indus
0.2625346454205774,September 2002,Indus
0.19677593919971012,October 2002,Indus
0.16184988477786158,November 2002,Indus
0.17717836337820628,December 2002,Indus
0.254051370411193,January 2002,Ganges
0.2802473446641563,February 2002,Ganges
0.2386512050598905,March 2002,Ganges
0.19980190348318497,April 2002,Ganges
0.20682992655104807,May 2002,Ganges
0.21642714507127447,June 2002,Ganges
0.2277652044125418,July 2002,Ganges
0.3213934959599957,August 2002,Ganges
0.3525559846238903,September 2002,Ganges
0.3011763878208201,October 2002,Ganges
0.24816479177672593,November 2002,Ganges
0.2294856958258854,December 2002,Ganges
0.02465851660725952,January 2002,Turkey
0.08525099114600555,February 2002,Turkey
0.128909692156141,March 2002,Turkey
0.20540324587286957,April 2002,Turkey
0.2620324370888091,May 2002,Turkey
0.23253358559858636,June 2002,Turkey
0.20647093151990847,July 2002,Turkey
0.19158958105287854,August 2002,Turkey
0.17349649588926563,September 2002,Turkey
0.163349042473202,October 2002,Turkey
0.14836695937888544,November 2002,Turkey
0.09092749962835266,December 2002,Turkey
0.1779042837780491,January 2002,Italy
0.19883421816124086,February 2002,Italy
0.2729715496861231,March 2002,Italy
0.35937959483017046,April 2002,Italy
0.42609758125811786,May 2002,Italy
0.40350076903094895,June 2002,Italy
0.3845160313279511,July 2002,Italy
0.3523765519414271,August 2002,Italy
0.3207751526918923,September 2002,Italy
0.2885028987535966,October 2002,Italy
0.24603219472452414,November 2002,Italy
0.23974426638546326,December 2002,Italy
0.24291234130211065,January 2002,California
0.24880302078839428,February 2002,California
0.28078914203587246,March 2002,California
0.26121701901723354,April 2002,California
0.23474312811376727,May 2002,California
0.24042226727363838,June 2002,California
0.2500801598440397,July 2002,California
0.23263004903440807,August 2002,California
0.2071015625861648,September 2002,California
0.18357835932432895,October 2002,California
0.18868462428448315,November 2002,California
0.21469689410949555,December 2002,California
0.1877530299808767,January 2002,Mexico
0.18642855788987808,February 2002,Mexico
0.18051973958880144,March 2002,Mexico
0.18277900784616213,April 2002,Mexico
0.18600271305825286,May 2002,Mexico
0.2628686808412195,June 2002,Mexico
0.35121914469907284,July 2002,Mexico
0.3742160528984251,August 2002,Mexico
0.3641752406588946,September 2002,Mexico
0.312931218199487,October 2002,Mexico
0.26322265130384137,November 2002,Mexico
0.22296587248215252,December 2002,Mexico
0.28552956754091463,January 2002,Chile
0.2796154696420816,February 2002,Chile
0.27848532356046124,March 2002,Chile
0.28545288995358103,April 2002,Chile
0.25763147126398717,May 2002,Chile
0.2420557897621975,June 2002,Chile
0.24524701661629852,July 2002,Chile
0.2809223250178184,August 2002,Chile
0.3210307572661544,September 2002,Chile
0.3269370978091587,October 2002,Chile
0.33218089018732405,November 2002,Chile
0.3210955511431282,December 2002,Chile
0.057891372189013496,January 2002,Iran
0.0756476927933043,February 2002,Iran
0.10818520895244207,March 2002,Iran
0.13738607632877728,April 2002,Iran
0.15872439424599127,May 2002,Iran
0.13612489161729263,June 2002,Iran
0.12236720349654484,July 2002,Iran
0.1132098271527647,August 2002,Iran
0.10561089400986227,September 2002,Iran
0.09819493158250792,October 2002,Iran
0.08796806074661113,November 2002,Iran
0.05414193290613985,December 2002,Iran
0.3488466263771663,January 2002,Vietnam
0.3014000611271921,February 2002,Vietnam
0.30559049185288123,March 2002,Vietnam
0.36280170846658927,April 2002,Vietnam
0.39211345964245553,May 2002,Vietnam
0.3927372803217837,June 2002,Vietnam
0.409706087882594,July 2002,Vietnam
0.4307997418643528,August 2002,Vietnam
0.4098368886553596,September 2002,Vietnam
0.39869845354855704,October 2002,Vietnam
0.3644183582612908,November 2002,Vietnam
0.3915856829391269,December 2002,Vietnam
0.332529940299046,January 2002,Thailand
0.30038174239629023,February 2002,Thailand
0.29471288270130575,March 2002,Thailand
0.31196859230367574,April 2002,Thailand
0.41298035117959087,May 2002,Thailand
0.3924571514081113,June 2002,Thailand
0.3410136433848049,July 2002,Thailand
0.40743846176450405,August 2002,Thailand
0.4518445596385912,September 2002,Thailand
0.4545214298013454,October 2002,Thailand
0.42439084163919966,November 2002,Thailand
0.3846628988685341,December 2002,Thailand
0.2102990906084847,January 2002,Australia
0.20740578881025243,February 2002,Australia
0.2219239370315061,March 2002,Australia
0.24245110919907678,April 2002,Australia
0.24980196952622788,May 2002,Australia
0.27908426961046423,June 2002,Australia
0.28937733257978504,July 2002,Australia
0.3185153444867436,August 2002,Australia
0.32868644760520327,September 2002,Australia
0.28099023310028154,October 2002,Australia
0.21690614964311322,November 2002,Australia
0.19253151706211713,December 2002,Australia
0.09149076214235453,January 2002,ArabianPeninsula
0.1043176018081465,February 2002,ArabianPeninsula
0.11441990887928763,March 2002,ArabianPeninsula
0.10265773734834069,April 2002,ArabianPeninsula
0.08936994184433664,May 2002,ArabianPeninsula
0.08635809569743984,June 2002,ArabianPeninsula
0.08624327941759787,July 2002,ArabianPeninsula
0.08549737667575061,August 2002,ArabianPeninsula
0.0857007699346043,September 2002,ArabianPeninsula
0.08488670721414687,October 2002,ArabianPeninsula
0.08464916066850146,November 2002,ArabianPeninsula
0.08473487353689439,December 2002,ArabianPeninsula
0.13984924808409321,January 2002,China
0.16535022841901154,February 2002,China
0.24140850423346907,March 2002,China
0.2632659508301695,April 2002,China
0.2598678379340371,May 2002,China
0.3059926050758635,June 2002,China
0.4177234704678466,July 2002,China
0.42536498650566307,August 2002,China
0.29345202929512754,September 2002,China
0.17868689696597434,October 2002,China
0.14180996976031002,November 2002,China
0.11191949752331828,December 2002,China
0.19466944932694472,January 2002,Peru
0.23149514084630946,February 2002,Peru
0.2877747507537487,March 2002,Peru
0.2982954412782842,April 2002,Peru
0.2736135282039233,May 2002,Peru
0.22755115887298924,June 2002,Peru
0.2026840918708163,July 2002,Peru
0.18323831588572595,August 2002,Peru
0.1768750158130573,September 2002,Peru
0.15991800727185967,October 2002,Peru
0.18121530346833464,November 2002,Peru
0.2012800920930223,December 2002,Peru
0.3528850203340383,January 2002,Nile
0.3927119321803916,February 2002,Nile
0.31611863228900966,March 2002,Nile
0.23551879505576198,April 2002,Nile
0.1763211883275455,May 2002,Nile
0.20426988072316904,June 2002,Nile
0.3077798440915704,July 2002,Nile
0.29147408058584895,August 2002,Nile
0.20682967461194035,September 2002,Nile
0.19612160301194811,October 2002,Nile
0.24868243709546722,November 2002,Nile
0.3213992909791997,December 2002,Nile
0.44913234930230167,January 2002,Java
0.4041903682272669,February 2002,Java
0.38665769564816677,March 2002,Java
0.404048773821201,April 2002,Java
0.4160848542829483,May 2002,Java
0.3613493883296332,June 2002,Java
0.3278419660698079,July 2002,Java
0.3132689954580368,August 2002,Java
0.27953281787869283,September 2002,Java
0.259983145248125,October 2002,Java
0.26215237112693035,November 2002,Java
0.38228738534733653,December 2002,Java
0.1470305098313373,January 2002,Japan
0.15228616780039747,February 2002,Japan
0.17755883853614482,March 2002,Japan
0.27399388909712047,April 2002,Japan
0.41757656639546414,May 2002,Japan
0.44135679263077526,June 2002,Japan
0.47445171087636917,July 2002,Japan
0.45038166813836833,August 2002,Japan
0.39952912534543833,September 2002,Japan
0.3247089410939699,October 2002,Japan
0.20966200880386543,November 2002,Japan
0.16154452362638086,December 2002,Japan
0.2056826166840865,January 2002,Spain
0.22534132030428475,February 2002,Spain
0.27316537213397,March 2002,Spain
0.30969921436567677,April 2002,Spain
0.30427970831401385,May 2002,Spain
0.2476482549521538,June 2002,Spain
0.2309871056817954,July 2002,Spain
0.21961838980726728,August 2002,Spain
0.21650073512571877,September 2002,Spain
0.22877917433428518,October 2002,Spain
0.22329106405718946,November 2002,Spain
0.22238680194234486,December 2002,Spain
